#Sample Density: 10 10 10; Volume: Box: 3.000000 3.000000 3.000000
#Frame 0
#Center:  41.495 -43.205 -5.9035
#Basis Matrix:
# -0.709185   0.123216   0.694172
#  0.092199   0.992362 -0.0819514
# -0.698968 0.00588331  -0.715129
-3 -3 -3 -0.0704738 0.338063 0.29222
-3 -3 -2.7 -0.0105529 0.293294 0.159008
-3 -3 -2.4 0.0077438 0.239233 0.0832132
-3 -3 -2.1 0.00727975 0.192798 0.0428973
-3 -3 -1.8 -0.00128853 0.157685 0.0223066
-3 -3 -1.5 -0.013145 0.132582 0.0121101
-3 -3 -1.2 -0.0261542 0.115025 0.00725034
-3 -3 -0.9 -0.039417 0.102759 0.00508829
-3 -3 -0.6 -0.0526225 0.0940453 0.00425609
-3 -3 -0.3 -0.0657499 0.0876215 0.00402649
-3 -3 -3.33067e-16 -0.0789274 0.0825839 0.00397889
-3 -3 0.3 -0.092363 0.0782704 0.00381785
-3 -3 0.6 -0.106308 0.0741709 0.00326329
-3 -3 0.9 -0.121031 0.0698566 0.00196924
-3 -3 1.2 -0.136791 0.0649268 -0.000550707
-3 -3 1.5 -0.153784 0.0589672 -0.0049989
-3 -3 1.8 -0.172064 0.0515241 -0.0123651
-3 -3 2.1 -0.191413 0.0420986 -0.0239748
-3 -3 2.4 -0.211159 0.0301721 -0.0414835
-3 -3 2.7 -0.229991 0.0152611 -0.0667922
-3 -3 3 -0.245798 -0.00302228 -0.101917
-3 -2.7 -3 0.0409768 0.516583 0.213288
-3 -2.7 -2.7 0.0642658 0.382639 0.0728516
-3 -2.7 -2.4 0.0541249 0.277631 0.0139281
-3 -2.7 -2.1 0.0353387 0.205661 -0.0066014
-3 -2.7 -1.8 0.0157285 0.158965 -0.0113412
-3 -2.7 -1.5 -0.00264244 0.129164 -0.0103881
-3 -2.7 -1.2 -0.0194681 0.110052 -0.00784109
-3 -2.7 -0.9 -0.0349361 0.0975394 -0.00523203
-3 -2.7 -0.6 -0.0493553 0.0890312 -0.00307256
-3 -2.7 -0.3 -0.0630517 0.0828844 -0.00150624
-3 -2.7 -3.33067e-16 -0.0763413 0.0780392 -0.000577647
-3 -2.7 0.3 -0.0895249 0.0737868 -0.000349462
-3 -2.7 0.6 -0.102885 0.069625 -0.000966204
-3 -2.7 0.9 -0.116676 0.0651676 -0.00270639
-3 -2.7 1.2 -0.131104 0.0600822 -0.00603912
-3 -2.7 1.5 -0.146274 0.0540454 -0.0116867
-3 -2.7 1.8 -0.16211 0.046707 -0.0206818
-3 -2.7 2.1 -0.178235 0.0376664 -0.034395
-3 -2.7 2.4 -0.19381 0.0264688 -0.0544972
-3 -2.7 2.7 -0.207385 0.0126415 -0.0828366
-3 -2.7 3 -0.2168 -0.00419824 -0.121275
-3 -2.4 -3 0.262946 0.697126 -0.0049057
-3 -2.4 -2.7 0.184668 0.445475 -0.0889908
-3 -2.4 -2.4 0.117605 0.289309 -0.0902554
-3 -2.4 -2.1 0.0691827 0.199 -0.0702402
-3 -2.4 -1.8 0.0342485 0.14753 -0.0497755
-3 -2.4 -1.5 0.00783529 0.117872 -0.0338233
-3 -2.4 -1.2 -0.0132611 0.100341 -0.0224743
-3 -2.4 -0.9 -0.0309684 0.0895566 -0.0147356
-3 -2.4 -0.6 -0.0464716 0.0825035 -0.00963451
-3 -2.4 -0.3 -0.0605446 0.0774483 -0.00645951
-3 -2.4 -3.33067e-16 -0.0737312 0.07336 -0.00476265
-3 -2.4 0.3 -0.0864416 0.0696003 -0.00432106
-3 -2.4 0.6 -0.0989994 0.0657559 -0.00511386
-3 -2.4 0.9 -0.111658 0.0615461 -0.00732774
-3 -2.4 1.2 -0.124589 0.0567649 -0.0113907
-3 -2.4 1.5 -0.137834 0.0512381 -0.0180257
-3 -2.4 1.8 -0.151223 0.0447768 -0.0283062
-3 -2.4 2.1 -0.164243 0.0371222 -0.0436801
-3 -2.4 2.4 -0.17587 0.0278853 -0.065914
-3 -2.4 2.7 -0.184409 0.0165149 -0.0969084
-3 -2.4 3 -0.187402 0.00238779 -0.138385
-3 -2.1 -3 0.622948 0.740544 -0.386383
-3 -2.1 -2.7 0.3462 0.411303 -0.312583
-3 -2.1 -2.4 0.191556 0.243988 -0.210956
-3 -2.1 -2.1 0.104577 0.161049 -0.134667
-3 -2.1 -1.8 0.0519252 0.119267 -0.0847182
-3 -2.1 -1.5 0.017014 0.0975814 -0.0533246
-3 -2.1 -1.2 -0.00824225 0.0858711 -0.0338105
-3 -2.1 -0.9 -0.0279285 0.0791559 -0.0217452
-3 -2.1 -0.6 -0.044232 0.0748942 -0.0144065
-3 -2.1 -0.3 -0.0584085 0.0717322 -0.0101747
-3 -2.1 -3.33067e-16 -0.0712359 0.0689168 -0.00811596
-3 -2.1 0.3 -0.0832338 0.0660159 -0.00773524
-3 -2.1 0.6 -0.0947703 0.0627834 -0.00884966
-3 -2.1 0.9 -0.106108 0.0590961 -0.0115431
-3 -2.1 1.2 -0.117406 0.0549194 -0.0161799
-3 -2.1 1.5 -0.128681 0.0502773 -0.02346
-3 -2.1 1.8 -0.139709 0.0452029 -0.0344929
-3 -2.1 2.1 -0.149875 0.0396478 -0.0508509
-3 -2.1 2.4 -0.157943 0.0333393 -0.0745318
-3 -2.1 2.7 -0.161807 0.0256149 -0.107729
-3 -2.1 3 -0.158308 0.0153567 -0.152305
-3 -1.8 -3 1.03149 0.428991 -0.80196
-3 -1.8 -2.7 0.503335 0.21309 -0.509406
-3 -1.8 -2.4 0.256743 0.125019 -0.300839
-3 -1.8 -2.1 0.133474 0.0895734 -0.176345
-3 -1.8 -1.8 0.0652359 0.075437 -0.104556
-3 -1.8 -1.5 0.0232534 0.070021 -0.0630593
-3 -1.8 -1.2 -0.00523121 0.0681147 -0.0388333
-3 -1.8 -0.9 -0.0262621 0.0674644 -0.0246403
-3 -1.8 -0.6 -0.0429054 0.0670467 -0.0164733
-3 -1.8 -0.3 -0.0568269 0.0663711 -0.0120994
-3 -1.8 -3.33067e-16 -0.0689962 0.0651913 -0.0102745
-3 -1.8 0.3 -0.0800182 0.0633904 -0.0103287
-3 -1.8 0.6 -0.0902952 0.0609415 -0.0119602
-3 -1.8 0.9 -0.100103 0.057905 -0.0151546
-3 -1.8 1.2 -0.109609 0.0544386 -0.0201887
-3 -1.8 1.5 -0.11884 0.0507986 -0.0277
-3 -1.8 1.8 -0.127578 0.0473046 -0.0388045
-3 -1.8 2.1 -0.135151 0.0442296 -0.0552226
-3 -1.8 2.4 -0.140106 0.0415736 -0.0793289
-3 -1.8 2.7 -0.139754 0.0387143 -0.113959
-3 -1.8 3 -0.129703 0.0340318 -0.161718
-3 -1.5 -3 1.21789 -0.237849 -0.897453
-3 -1.5 -2.7 0.578901 -0.111114 -0.535207
-3 -1.5 -2.4 0.289045 -0.0402434 -0.303176
-3 -1.5 -2.1 0.147318 0.000530394 -0.172206
-3 -1.5 -1.8 0.0707769 0.0250344 -0.0994443
-3 -1.5 -1.5 0.0250601 0.0403279 -0.0586233
-3 -1.5 -1.2 -0.00494654 0.0500975 -0.0354803
-3 -1.5 -0.9 -0.0263536 0.056336 -0.0224037
-3 -1.5 -0.6 -0.0427276 0.060151 -0.0152964
-3 -1.5 -0.3 -0.0559681 0.062169 -0.0119207
-3 -1.5 -3.33067e-16 -0.0671464 0.0627539 -0.0110387
-3 -1.5 0.3 -0.0769043 0.0621378 -0.0119689
-3 -1.5 0.6 -0.0856522 0.060514 -0.014366
-3 -1.5 0.9 -0.0936694 0.0581128 -0.0181327
-3 -1.5 1.2 -0.101143 0.0552696 -0.0234285
-3 -1.5 1.5 -0.108144 0.052477 -0.0307626
-3 -1.5 1.8 -0.11452 0.0503939 -0.0411725
-3 -1.5 2.1 -0.119634 0.0497587 -0.0564675
-3 -1.5 2.4 -0.121879 0.0511286 -0.0794518
-3 -1.5 2.7 -0.117887 0.0543722 -0.113913
-3 -1.5 3 -0.10151 0.0579303 -0.16396
-3 -1.2 -3 1.07983 -0.795913 -0.507698
-3 -1.2 -2.7 0.545411 -0.38929 -0.335661
-3 -1.2 -2.4 0.279167 -0.182994 -0.20049
-3 -1.2 -2.1 0.142404 -0.0760923 -0.116539
-3 -1.2 -1.8 0.0669132 -0.0178071 -0.0675541
-3 -1.2 -1.5 0.0216573 0.0156337 -0.0395024
-3 -1.2 -1.2 -0.00778985 0.0356416 -0.023668
-3 -1.2 -0.9 -0.0284396 0.0479401 -0.0150657
-3 -1.2 -0.6 -0.0438656 0.0555159 -0.0109105
-3 -1.2 -0.3 -0.0559718 0.0599748 -0.009648
-3 -1.2 -3.33067e-16 -0.0658143 0.0622022 -0.0103985
-3 -1.2 0.3 -0.0740045 0.0627131 -0.0126505
-3 -1.2 0.6 -0.0809188 0.0618606 -0.0161003
-3 -1.2 0.9 -0.0868137 0.059984 -0.0205888
-3 -1.2 1.2 -0.0918847 0.0575364 -0.0261206
-3 -1.2 1.5 -0.0962668 0.0552013 -0.032979
-3 -1.2 1.8 -0.0999362 0.0539826 -0.0419632
-3 -1.2 2.1 -0.102416 0.0552088 -0.0547673
-3 -1.2 2.4 -0.102121 0.0603464 -0.0744461
